namedate,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2020-12-09-14-new-orleans,38.5,10,5.3,2,98.6,71.4,20,0.663,43,0.605,26,0.721,31,0.71,22,0,200,111.3,14.3,3,18,79,,9.9,7,0.279,12,0.417,5,46.9,23,0.684,19.8,14,31,0.677,21,1,3,"December 9, 2020",46.2,12,0,0,111.3,85.7,18,0.491,57,0.456,26,0.298,17,0.824,14,4,200,98.6,28.6,8,28,70,,4.2,3,0.333,19,0.211,4,53.1,26,0.538,20.9,17,38,0.579,22,0.2,1,"Swisher Gymnasium, Jacksonville, Florida",NEW-ORLEANS,New Orleans,71.4,Away,CAMPBELL,Campbell
2020-12-10-13-campbell,22.2,8,0,0,147,70.4,19,0.618,68,0.529,36,0.176,12,0.667,8,0,200,110.8,19.4,6,17,92,,4.8,4,0.426,29,0.414,12,43.1,25,0.624,17,15,39,0.615,24,0,0,"December 10, 2020",53.2,25,2.6,1,110.8,80.6,25,0.786,70,0.671,47,0.271,19,0.632,12,0,200,147,29.6,8,16,122,,6,5,0.414,29,0.552,16,56.9,33,0.772,13.3,12,41,0.756,31,1,4,"Swisher Gymnasium, Jacksonville, Florida","Florida National University
			","Florida National University
			",82.9,Home,CAMPBELL,Campbell
2020-12-16-15-elon,36.8,7,17.4,4,103.1,59.1,13,0.478,45,0.422,19,0.578,26,0.5,13,1,200,87.5,25.9,7,20,56,,18.8,12,0.422,19,0.263,5,40.8,20,0.488,21,15,26,0.538,14,0.8,4,"December 16, 2020",45.5,10,3.8,1,87.5,74.1,20,0.625,44,0.5,22,0.318,14,0.786,11,0,200,103.1,40.9,9,21,66,,12.5,8,0.477,21,0.524,11,59.2,29,0.652,28.5,20,23,0.478,11,1,3,"Schar Center, Elon, North Carolina",CAMPBELL,Campbell,63.5,Home,ELON,Elon
2020-12-19-16-north-carolina-state,63.2,12,5.1,2,93.2,72.4,21,0.426,47,0.404,19,0.34,16,0.625,10,2,200,67.6,3.6,1,17,50,,6.8,5,0.362,17,0.118,2,38.6,22,0.458,26,19,30,0.567,17,0.667,4,"December 19, 2020",53.6,15,10,3,67.6,96.4,27,0.526,58,0.483,28,0.207,12,0.667,8,1,200,93.2,27.6,8,19,69,,12.2,9,0.328,19,0.263,5,61.4,35,0.542,23.1,19,39,0.59,23,0.8,4,"PNC Arena, Raleigh, North Carolina",CAMPBELL,Campbell,73.7,Home,NORTH-CAROLINA-STATE,NC State
2020-12-21-13-campbell,42.9,12,2.5,1,84.3,72.7,24,0.533,60,0.467,28,0.317,19,0.737,14,3,200,111.4,36.4,12,15,78,,10,7,0.4,24,0.333,8,54.5,36,0.565,16,13,36,0.556,20,0.625,5,"December 21, 2020",50,12,5.6,2,111.4,63.6,21,0.44,58,0.414,24,0.19,11,0.727,8,3,200,84.3,27.3,9,18,59,,10,7,0.31,18,0.167,3,45.5,30,0.467,19.3,15,40,0.525,21,0.571,4,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CAMPBELL,Campbell,69.6,Away,NORTH-CAROLINA-WILMINGTON,UNC Wilmington
2020-12-30-15-winthrop,38.7,12,6.1,2,102.4,50,19,0.7,50,0.62,31,0.5,25,0.52,13,4,200,101.2,0,0,38,83,,13.4,11,0.28,14,0.571,8,30.2,19,0.671,24.7,20,36,0.639,23,0.5,4,"December 30, 2020",42.9,9,11.1,4,101.2,100,25,0.427,55,0.382,21,0.909,50,0.74,37,0,200,102.4,50,19,25,84,,13.4,11,0.4,22,0.227,5,69.8,44,0.533,22.2,22,33,0.485,16,1,6,"Winthrop Coliseum, Rock Hill, South Carolina",CAMPBELL,Campbell,81.8,Home,WINTHROP,Winthrop
2020-12-31-13-winthrop,43.5,10,4.7,2,120.5,57.7,15,0.49,52,0.442,23,0.635,33,0.758,25,5,200,97.4,9.7,3,17,76,,6.4,5,0.288,15,0.333,5,31.6,18,0.562,16.3,13,37,0.486,18,0.444,4,"December 31, 2020",51.4,19,5.4,2,97.4,90.3,28,0.659,63,0.587,37,0.286,18,0.611,11,0,200,120.5,42.3,11,27,94,,7.7,6,0.317,20,0.45,9,68.4,39,0.657,20.2,18,43,0.651,28,1,7,"Winthrop Coliseum, Rock Hill, South Carolina",CAMPBELL,Campbell,78.1,Home,WINTHROP,Winthrop
2021-01-04-17-gardner-webb,61.5,16,4,1,95.3,92.3,24,0.564,55,0.473,26,0.182,10,0.8,8,5,200,109.4,10,3,9,70,,7.8,5,0.4,22,0.455,10,48.2,27,0.586,10.5,7,33,0.485,16,0.5,5,"January 4, 2021",50,12,18.2,6,109.4,90,27,0.538,52,0.462,24,0.096,5,1,5,6,200,95.3,7.7,2,16,61,,3.1,2,0.519,27,0.296,8,51.8,29,0.561,18.1,12,25,0.64,16,0.25,2,"Paul Porter Arena, Boiling Springs, North Carolina",GARDNER-WEBB,Gardner-Webb,64.1,Away,CAMPBELL,Campbell
2021-01-05-15-gardner-webb,56.5,13,5.1,2,128.8,64.3,18,0.53,50,0.46,23,0.5,25,0.68,17,6,200,106.1,16.1,5,20,70,,3,2,0.36,18,0.389,7,39,23,0.566,14.1,10,32,0.5,16,0.455,5,"January 5, 2021",50,15,21.9,7,106.1,83.9,26,0.588,57,0.526,30,0.421,24,0.75,18,6,200,128.8,35.7,10,20,85,,3,2,0.316,18,0.389,7,61,36,0.621,9.4,7,39,0.59,23,0.333,3,"Paul Porter Arena, Boiling Springs, North Carolina",CAMPBELL,Campbell,66.1,Home,GARDNER-WEBB,Gardner-Webb
2021-01-09-18-longwood,51.9,14,0,0,86.6,64.7,22,0.582,49,0.551,27,0.224,11,0.636,7,6,200,95.5,9.1,2,13,64,,10.4,7,0.286,14,0.214,3,42.9,24,0.59,20.6,14,35,0.686,24,0.5,6,"January 9, 2021",43.5,10,0,0,95.5,90.9,20,0.424,59,0.39,23,0.203,12,0.667,8,11,200,86.6,35.3,12,13,58,,7.5,5,0.39,23,0.174,4,57.1,32,0.448,18.9,15,36,0.528,19,0.154,2,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,67,Away,CAMPBELL,Campbell
2021-01-10-18-longwood,37,10,3.4,1,125.8,77.3,17,0.588,51,0.529,27,0.216,11,0.818,9,7,200,111.3,8.3,2,18,69,,4.8,3,0.392,20,0.3,6,41.3,19,0.614,11.1,7,31,0.677,21,0.462,6,"January 10, 2021",33.3,9,0,0,111.3,91.7,22,0.618,51,0.529,27,0.392,20,0.75,15,11,200,125.8,22.7,5,14,78,,6.5,4,0.431,22,0.409,9,58.7,27,0.645,10.5,7,29,0.621,18,0.214,3,"Willett Hall, Farmville, Virginia",CAMPBELL,Campbell,61.9,Home,LONGWOOD,Longwood
2021-01-14-19-campbell,52.9,9,3.1,1,77.4,80.8,21,0.352,54,0.315,17,0.241,13,0.615,8,4,200,74.2,28.6,10,14,46,,16.1,10,0.278,15,0.267,4,50.8,31,0.382,17.9,13,39,0.333,13,0.429,3,"January 14, 2021",65,13,17.9,7,74.2,71.4,25,0.511,44,0.455,20,0.227,10,0.3,3,7,200,77.4,19.2,5,17,48,,8.1,5,0.273,12,0.417,5,49.2,30,0.492,26,17,32,0.469,15,0.5,7,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",PRESBYTERIAN,Presbyterian,62,Home,CAMPBELL,Campbell
2021-01-15-19-campbell,43.8,7,7.4,2,112.3,90.9,20,0.405,42,0.381,16,0.595,25,0.68,17,5,200,78.5,19.2,5,22,51,,9.2,6,0.262,11,0.182,2,52.1,25,0.473,23.2,16,31,0.452,14,0.375,3,"January 15, 2021",66.7,16,9.7,3,78.5,80.8,21,0.633,45,0.533,24,0.444,20,0.8,16,7,200,112.3,9.1,2,22,73,,13.8,9,0.4,18,0.5,9,47.9,23,0.67,19.5,13,27,0.556,15,0.533,8,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",PRESBYTERIAN,Presbyterian,65.2,Home,CAMPBELL,Campbell
2021-01-19-19-campbell,48.6,18,5.4,2,102.2,86.8,33,0.58,69,0.536,37,0.348,24,0.708,17,6,275,109,40.6,13,23,97,,11.2,10,0.362,25,0.24,6,65.7,46,0.603,21.7,22,44,0.705,31,0.6,9,"January 19, 2021",65.6,21,4.5,2,109,59.4,19,0.574,68,0.471,32,0.294,20,0.65,13,8,275,102.2,13.2,5,24,91,,10.1,9,0.456,31,0.452,14,34.3,24,0.587,17.2,16,37,0.486,18,0.5,8,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CAMPBELL,Campbell,64.7,Away,RADFORD,Radford
2021-01-20-19-campbell,43.5,10,0,0,96.8,96,24,0.52,50,0.46,23,0.38,19,0.789,15,6,200,106.3,42.9,12,11,67,,11.1,7,0.44,22,0.273,6,67.9,36,0.568,21.5,16,28,0.607,17,0.625,10,"January 20, 2021",64,16,7.1,2,106.3,57.1,16,0.569,51,0.49,25,0.059,3,1,3,9,200,96.8,4,1,16,61,,9.5,6,0.51,26,0.308,8,32.1,17,0.582,17.4,11,25,0.68,17,0.471,8,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CAMPBELL,Campbell,62.7,Away,RADFORD,Radford
2021-01-29-19-campbell,57.1,12,3,1,95.2,71,22,0.49,48,0.438,21,0.292,14,0.786,11,14,200,93.5,12,3,21,58,,8.1,5,0.375,18,0.278,5,44.6,25,0.531,18.1,12,30,0.533,16,0.067,1,"January 29, 2021",76.2,16,3.3,1,93.5,88,22,0.469,49,0.429,21,0.388,19,0.684,13,9,200,95.2,29,9,17,59,,6.5,4,0.327,16,0.25,4,55.4,31,0.508,16.1,11,33,0.515,17,0.5,9,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,61.8,Home,CAMPBELL,Campbell
2021-01-30-17-campbell,30.8,8,6.9,2,110.3,79.3,23,0.536,55,0.473,26,0.255,14,0.571,8,15,200,98.5,29,9,20,67,,8.8,6,0.4,22,0.318,7,53.3,32,0.543,19.7,15,33,0.576,19,0.062,1,"January 30, 2021",59.3,16,0,0,98.5,71,22,0.62,50,0.54,27,0.44,22,0.591,13,9,200,110.3,20.7,6,15,75,,7.4,5,0.42,21,0.381,8,46.7,28,0.62,19,14,29,0.655,19,0.526,10,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,68.1,Home,CAMPBELL,Campbell
2021-02-11-19-campbell,48.1,13,0,0,116.1,82.1,23,0.61,50,0.54,27,0.24,12,0.833,10,14,200,114.5,23.8,5,23,71,,3.2,2,0.36,18,0.389,7,57.1,28,0.637,17.8,12,32,0.625,20,0.222,4,"February 11, 2021",61.9,13,9.4,3,114.5,76.2,16,0.541,49,0.429,21,0.51,25,0.76,19,9,200,116.1,17.9,5,14,72,,6.5,4,0.49,24,0.458,11,42.9,21,0.591,9.1,6,25,0.4,10,0.55,11,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,62.3,Home,CAMPBELL,Campbell
2021-02-12-19-campbell,36.8,7,6.3,2,108.5,90.9,20,0.43,50,0.38,19,0.22,11,0.545,6,15,200,83.1,17.6,6,11,49,,8.5,5,0.42,21,0.238,5,46.4,26,0.444,14.1,9,29,0.483,14,0.211,4,"February 12, 2021",42.3,11,3.4,1,83.1,82.4,28,0.571,49,0.531,26,0.224,11,0.727,8,9,200,108.5,9.1,2,13,64,,10.2,6,0.347,17,0.235,4,53.6,30,0.59,12.9,8,32,0.688,22,0.571,12,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,59.2,Home,CAMPBELL,Campbell
2020-12-11-19-canisius,40.7,11,0,0,115.7,85.7,24,0.536,56,0.482,27,0.286,16,0.75,12,1,200,102.9,25,7,13,72,,5.7,4,0.339,19,0.316,6,55.4,31,0.566,18.2,14,37,0.568,21,0.667,2,"December 11, 2020",56.3,18,13.5,5,102.9,75,21,0.629,58,0.552,32,0.241,14,0.571,8,0,200,115.7,14.3,4,15,81,,4.3,3,0.431,25,0.36,9,44.6,25,0.626,11.1,8,33,0.697,23,1,1,"Koessler Athletic Center, Buffalo, New York",MARIST,Marist,69.6,Home,CANISIUS,Canisius
2020-12-12-19-canisius,36.8,7,13.8,4,74.3,74.3,26,0.418,49,0.388,19,0.408,20,0.75,15,1,200,80,35.5,11,19,56,,12.9,9,0.327,16,0.188,3,56.1,37,0.479,25.7,20,33,0.485,16,0.75,3,"December 12, 2020",62.5,10,3,1,80,64.5,20,0.352,54,0.296,16,0.389,21,0.667,14,1,200,74.3,25.7,9,19,52,,12.9,9,0.463,25,0.24,6,43.9,29,0.406,21.2,17,29,0.345,10,0.5,1,"Koessler Athletic Center, Buffalo, New York",CANISIUS,Canisius,69.7,Away,MARIST,Marist
2020-12-27-14-monmouth,54.5,12,7.1,3,106.3,81.5,22,0.4,65,0.338,22,0.354,23,0.609,14,2,200,83.5,25.6,10,19,66,,8.9,7,0.492,32,0.25,8,48.5,32,0.435,15.7,14,33,0.424,14,0.333,1,"December 27, 2020",45.5,15,9.1,3,83.5,74.4,29,0.582,61,0.541,33,0.262,16,0.813,13,2,200,106.3,18.5,5,20,84,,3.8,3,0.311,19,0.263,5,51.5,34,0.612,18.1,15,42,0.667,28,0.5,2,"Multipurpose Activity Center, West Long Branch, New Jersey",CANISIUS,Canisius,79.3,Home,MONMOUTH,Monmouth
2020-12-28-14-monmouth,72.7,16,7.3,3,122.8,79.3,23,0.41,61,0.361,22,0.426,26,0.731,19,3,200,87.3,25,10,19,69,,8.9,7,0.492,30,0.2,6,47.8,33,0.47,19.9,18,31,0.516,16,0.25,1,"December 28, 2020",51.4,19,12.9,4,87.3,75,30,0.69,63,0.587,37,0.254,16,0.625,10,2,200,122.8,20.7,6,22,97,,10.1,8,0.349,22,0.591,13,52.2,36,0.687,15.7,13,41,0.585,24,0.6,3,"Multipurpose Activity Center, West Long Branch, New Jersey",CANISIUS,Canisius,79.5,Home,MONMOUTH,Monmouth
2021-01-01-13-canisius,41.7,10,19.4,7,100,80.6,25,0.432,59,0.407,24,0.186,11,0.636,7,4,200,82.9,15.6,5,16,58,,10,7,0.305,18,0.167,3,47.6,30,0.452,14.7,11,41,0.512,21,0.6,6,"January 1, 2021",64,16,9.8,4,82.9,84.4,27,0.518,56,0.446,25,0.286,16,0.75,12,3,200,100,19.4,6,15,70,,8.6,6,0.357,20,0.4,8,52.4,33,0.55,17.1,13,36,0.472,17,0.4,2,"Koessler Athletic Center, Buffalo, New York",SAINT-PETERS,St. Peter's,70.4,Home,CANISIUS,Canisius
2021-01-02-13-canisius,47.6,10,13.8,4,100,62.5,20,0.454,54,0.389,21,0.278,15,0.733,11,5,200,95.2,35.5,11,19,60,,6.3,4,0.444,24,0.292,7,49.2,31,0.491,17.7,13,30,0.467,14,0.545,6,"January 2, 2021",73.7,14,13.3,4,95.2,64.5,20,0.443,53,0.358,19,0.396,21,0.762,16,3,200,100,37.5,12,15,63,,6.3,4,0.453,24,0.375,9,50.8,32,0.5,15,11,29,0.345,10,0.5,3,"Koessler Athletic Center, Buffalo, New York",SAINT-PETERS,St. Peter's,62.6,Home,CANISIUS,Canisius
2021-02-12-13-quinnipiac,52.2,12,13.5,5,87,76.3,29,0.361,72,0.319,23,0.389,28,0.786,22,3,200,96.1,34.8,16,16,74,,9.1,7,0.292,21,0.286,6,53.6,45,0.434,9.6,9,51,0.333,17,0.571,4,"February 12, 2021",62.5,15,17.6,9,96.1,65.2,30,0.484,61,0.393,24,0.246,15,0.533,8,8,200,87,23.7,9,24,67,,6.5,5,0.393,24,0.458,11,46.4,39,0.492,19.1,16,37,0.351,13,0.385,5,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,76.7,Away,CANISIUS,Canisius
2020-12-04-20-memphis,56.5,13,2.6,1,94.4,75.8,25,0.466,59,0.39,23,0.288,17,0.765,13,1,200,75.6,21.2,7,23,68,,8.9,8,0.322,19,0.474,9,48.5,32,0.507,31.1,30,40,0.35,14,0,0,"December 4, 2020",60.7,17,17.5,7,75.6,78.8,26,0.485,67,0.418,28,0.373,25,0.8,20,2,200,94.4,24.2,8,17,85,,18.9,17,0.433,29,0.31,9,51.5,34,0.539,20.4,20,38,0.5,19,0.6,3,"FedExForum, Memphis, Tennessee",CENTRAL-ARKANSAS,Central Arkansas,90.5,Home,MEMPHIS,Memphis
2020-12-06-15-arkansas-little-rock,50,13,4.5,2,107.5,67.6,25,0.509,56,0.464,26,0.625,35,0.743,26,2,200,103.8,31.3,10,24,83,,3.8,3,0.339,19,0.263,5,50.7,35,0.571,18.3,16,37,0.568,21,0,0,"December 6, 2020",71.4,20,13.5,5,103.8,68.8,22,0.516,62,0.452,28,0.532,33,0.667,22,2,200,107.5,32.4,12,25,86,,7.5,6,0.29,18,0.444,8,49.3,34,0.554,16.4,15,44,0.455,20,0.6,3,"Jack Stephens Center, Little Rock, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,79.7,Home,ARKANSAS-LITTLE-ROCK,Little Rock
2020-12-08-20-saint-louis,56.5,13,3.9,2,112.8,63.2,24,0.51,52,0.442,23,0.365,19,0.632,12,3,200,83.3,25,7,15,65,,6.4,5,0.308,16,0.438,7,47,31,0.533,30.9,27,36,0.444,16,0,0,"December 8, 2020",60,21,13.9,5,83.3,75,21,0.542,72,0.486,35,0.167,12,0.833,10,0,200,112.8,36.8,14,15,88,,20.5,16,0.292,21,0.381,8,53,35,0.566,13.4,12,51,0.529,27,1,4,"Chaifetz Arena, St. Louis, Missouri",CENTRAL-ARKANSAS,Central Arkansas,78.4,Home,SAINT-LOUIS,Saint Louis
2020-12-12-20-arkansas,50,14,2.2,1,125,81.8,27,0.492,66,0.424,28,0.182,12,0.833,10,4,200,93.8,25,8,12,75,,6.3,5,0.394,26,0.346,9,53.8,35,0.523,16.4,14,40,0.475,19,0,0,"December 12, 2020",65,26,20,8,93.8,75,24,0.605,76,0.526,40,0.118,9,0.889,8,0,200,125,18.2,6,15,100,,12.5,10,0.395,30,0.4,12,46.2,30,0.623,9.1,8,46,0.609,28,1,6,"Bud Walton Arena, Fayetteville, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,80,Home,ARKANSAS,Arkansas
2020-12-14-20-mississippi,64.7,11,0,0,89.5,69.2,27,0.396,48,0.354,17,0.438,21,0.762,16,5,200,71.1,10.7,3,22,54,,3.9,3,0.333,16,0.25,4,44.8,30,0.466,26.8,21,32,0.406,13,0,0,"December 14, 2020",63.6,14,18.8,6,71.1,89.3,25,0.369,65,0.338,22,0.4,26,0.769,20,0,200,89.5,30.8,12,20,68,,10.5,8,0.385,25,0.16,4,55.2,37,0.44,11.6,10,40,0.45,18,1,3,"The Pavilion at Ole Miss, Oxford, Mississippi",CENTRAL-ARKANSAS,Central Arkansas,75.7,Home,MISSISSIPPI,Ole Miss
2020-12-16-19-mississippi-state,58.3,14,7.5,3,117.4,63.3,19,0.451,61,0.393,24,0.197,12,0.833,10,6,200,94.2,22.2,8,16,65,,8.7,6,0.295,18,0.389,7,40.9,27,0.487,13.1,10,43,0.395,17,0,0,"December 16, 2020",37.9,11,11.6,5,94.2,77.8,28,0.557,61,0.475,29,0.311,19,0.684,13,3,200,117.4,36.7,11,13,81,,5.8,4,0.344,21,0.476,10,59.1,39,0.578,13.7,11,40,0.475,19,0.571,4,"Humphrey Coliseum, Starkville, Mississippi",CENTRAL-ARKANSAS,Central Arkansas,69.4,Home,MISSISSIPPI-STATE,Mississippi State
2020-12-19-15-central-arkansas,50,3,4.3,2,116.5,70.4,19,0.143,49,0.122,6,0.429,21,0.667,14,0,200,35.4,4.8,2,17,28,,11.4,9,0.449,22,0.091,2,30.4,21,0.237,27.4,22,27,0.148,4,0,0,"December 19, 2020",48.6,17,11.1,3,35.4,95.2,40,0.6,65,0.538,35,0.262,17,0.824,14,6,200,116.5,29.6,8,18,92,,10.1,8,0.277,18,0.444,8,69.6,48,0.629,16.2,14,47,0.574,27,0.143,1,"Jeff Farris Center, Conway, Arkansas","Champion Christian
			","Champion Christian
			",79,Home,CENTRAL-ARKANSAS,Central Arkansas
2020-12-29-16-baylor,76.2,16,9.1,4,114.8,79.4,27,0.45,60,0.35,21,0.083,5,0.4,2,7,200,69.1,13.5,5,11,56,,6.2,5,0.433,26,0.462,12,45.1,32,0.449,27.8,24,34,0.265,9,0.125,1,"December 29, 2020",67.6,25,8.8,3,69.1,86.5,32,0.588,74,0.5,37,0.108,8,0.75,6,0,200,114.8,20.6,7,9,93,2,17.3,14,0.405,30,0.433,13,54.9,39,0.598,11.4,10,44,0.545,24,1,7,"Ferrell Center, Waco, Texas",CENTRAL-ARKANSAS,Central Arkansas,81.1,Home,BAYLOR,Baylor
2021-01-02-17-mcneese-state,44.8,13,12.1,4,88.2,78.6,33,0.542,59,0.492,29,0.39,23,0.739,17,7,200,106.6,36.7,11,26,81,,9.2,7,0.288,17,0.353,6,61.1,44,0.579,20.7,18,42,0.548,23,0.222,2,"January 2, 2021",72.2,13,2.4,1,106.6,63.3,19,0.402,56,0.321,18,0.589,33,0.667,22,4,200,88.2,21.4,9,21,67,,9.2,7,0.411,23,0.391,9,38.9,28,0.467,15.6,13,33,0.273,9,0.6,6,"Burton Coliseum, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,76.3,Away,CENTRAL-ARKANSAS,Central Arkansas
2021-01-06-20-central-arkansas,50,13,0,0,112.2,76,19,0.441,68,0.382,26,0.353,24,0.792,19,9,200,106.8,29.4,10,20,79,,13.5,10,0.353,24,0.333,8,49.2,29,0.497,9.2,8,44,0.409,18,0.1,1,"January 6, 2021",41.9,13,11.4,5,106.8,70.6,24,0.611,54,0.574,31,0.407,22,0.773,17,7,200,112.2,24,6,17,83,,6.8,5,0.222,12,0.333,4,50.8,30,0.644,17,13,42,0.643,27,0.3,3,"Jeff Farris Center, Conway, Arkansas",NEW-ORLEANS,New Orleans,74.4,Home,CENTRAL-ARKANSAS,Central Arkansas
2021-01-09-17-central-arkansas,48.6,17,7.1,3,103.9,61.8,21,0.568,73,0.479,35,0.137,10,0.8,8,5,200,118.2,18.9,7,28,91,,13,10,0.452,33,0.394,13,39.4,28,0.585,9.4,8,40,0.55,22,0.643,9,"January 9, 2021",40.7,11,7.5,3,118.2,81.1,30,0.509,56,0.482,27,0.607,34,0.676,23,8,200,103.9,38.2,13,14,80,,2.6,2,0.25,14,0.214,3,60.6,43,0.554,19.3,17,42,0.571,24,0.273,3,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,77.5,Away,SAM-HOUSTON-STATE,Sam Houston State
2021-01-13-19-stephen-f-austin,43.5,10,0,0,130.1,67.9,19,0.51,51,0.451,23,0.451,23,0.739,17,9,200,94.5,25,7,20,69,,5.5,4,0.294,15,0.4,6,46.4,26,0.557,22.8,18,36,0.472,17,0.25,3,"January 13, 2021",52.9,18,11.1,4,94.5,75,21,0.621,62,0.548,34,0.371,23,0.783,18,2,200,130.1,32.1,9,22,95,,17.8,13,0.435,27,0.333,9,53.6,30,0.651,12.2,10,35,0.714,25,0.75,6,"William Johnson Coliseum, Nacogdoches, Texas",CENTRAL-ARKANSAS,Central Arkansas,73.4,Home,STEPHEN-F-AUSTIN,Stephen F. Austin
2021-01-16-17-central-arkansas,64.3,18,7.1,3,100,71.9,23,0.516,64,0.438,28,0.188,12,0.667,8,5,200,102.8,23.5,8,17,74,,9.7,7,0.516,33,0.303,10,47,31,0.531,11.5,9,31,0.581,18,0.545,6,"January 16, 2021",48,12,3.2,1,102.8,76.5,26,0.458,60,0.417,25,0.317,19,0.895,17,10,200,100,28.1,9,13,72,,2.8,2,0.3,18,0.278,5,53,35,0.522,16,13,42,0.476,20,0.231,3,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,71.9,Away,NICHOLLS-STATE,Nicholls State
2021-01-23-16-abilene-christian,28.6,6,3,1,120.8,73.3,22,0.426,54,0.389,21,0.296,16,0.75,12,11,200,75.3,25.8,8,23,58,,7.8,6,0.259,14,0.286,4,49.2,30,0.471,28.2,24,40,0.425,17,0.214,3,"January 23, 2021",85.3,29,15,6,75.3,74.2,23,0.625,64,0.531,34,0.281,18,0.722,13,3,200,120.8,26.7,8,18,93,,14.3,11,0.484,31,0.387,12,50.8,31,0.641,14.3,12,33,0.667,22,0.8,12,"Moody Coliseum , Abilene, Texas",CENTRAL-ARKANSAS,Central Arkansas,77.1,Home,ABILENE-CHRISTIAN,Abilene Christian
2021-01-27-21-southeastern-louisiana,77.3,17,8.8,3,98.6,66.7,26,0.48,51,0.431,22,0.275,14,0.571,8,12,200,81.4,16.7,5,23,57,,2.9,2,0.373,19,0.263,5,44.9,31,0.494,24.9,19,32,0.531,17,0.2,3,"January 27, 2021",54.5,12,3.1,1,81.4,83.3,25,0.447,57,0.386,22,0.439,25,0.72,18,11,200,98.6,33.3,13,15,69,,11.4,8,0.404,23,0.304,7,55.1,38,0.501,16,13,34,0.441,15,0.312,5,"University Center, Hammond, Louisiana",CENTRAL-ARKANSAS,Central Arkansas,70.3,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana
2021-01-30-17-central-arkansas,50,15,7.3,3,102.7,71.9,23,0.507,67,0.448,30,0.239,16,0.813,13,14,200,108,34.4,11,10,81,,9.3,7,0.328,22,0.364,8,53.1,34,0.543,14.9,13,45,0.489,22,0.263,5,"January 30, 2021",51.6,16,11.1,5,108,65.6,21,0.54,63,0.492,31,0.159,10,0.9,9,13,200,102.7,28.1,9,16,77,,6.7,5,0.349,22,0.273,6,46.9,30,0.568,18.2,15,41,0.61,25,0.188,3,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,75.2,Away,NORTHWESTERN-STATE,Northwestern State
